Chronically Homeless,Chronically Homeless Individuals,Chronically Homeless People in Families,Homeless Children of Parenting Youth,Homeless Family Households,Homeless Individuals,Homeless Parenting Youth (Under 25),Homeless Parenting Youth Age 18-24,Homeless Parenting Youth Under 18,Homeless People in Families,Homeless Unaccompanied Youth (Under 25),Homeless Unaccompanied Youth Age 18-24,Homeless Unaccompanied Youth Under 18,Homeless Veterans,Number of CoCs,Overall Homeless,Sheltered ES Chronically Homeless,Sheltered ES Chronically Homeless Individuals,Sheltered ES Chronically Homeless People in Families,Sheltered ES Homeless,Sheltered ES Homeless Children of Parenting Youth,Sheltered ES Homeless Family Households,Sheltered ES Homeless Individuals,Sheltered ES Homeless Parenting Youth (Under 25),Sheltered ES Homeless Parenting Youth Age 18-24,Sheltered ES Homeless Parenting Youth Under 18,Sheltered ES Homeless People in Families,Sheltered ES Homeless Unaccompanied Youth (Under 25),Sheltered ES Homeless Unaccompanied Youth Age 18-24,Sheltered ES Homeless Unaccompanied Youth Under 18,Sheltered ES Homeless Veterans,Sheltered SH Chronically Homeless,Sheltered SH Chronically Homeless Individuals,Sheltered SH Homeless,Sheltered SH Homeless Individuals,Sheltered SH Homeless Unaccompanied Youth (Under 25),Sheltered SH Homeless Unaccompanied Youth Age 18-24,Sheltered SH Homeless Unaccompanied Youth Under 18,Sheltered SH Homeless Veterans,Sheltered TH Homeless,Sheltered TH Homeless Children of Parenting Youth,Sheltered TH Homeless Family Households,Sheltered TH Homeless Individuals,Sheltered TH Homeless Parenting Youth (Under 25),Sheltered TH Homeless Parenting Youth Age 18-24,Sheltered TH Homeless Parenting Youth Under 18,Sheltered TH Homeless People in Families,Sheltered TH Homeless Unaccompanied Youth (Under 25),Sheltered TH Homeless Unaccompanied Youth Age 18-24,Sheltered TH Homeless Unaccompanied Youth Under 18,Sheltered TH Homeless Veterans,Sheltered Total Chronically Homeless,Sheltered Total Chronically Homeless Individuals,Sheltered Total Chronically Homeless People in Families,Sheltered Total Homeless,Sheltered Total Homeless Children of Parenting Youth,Sheltered Total Homeless Family Households,Sheltered Total Homeless Individuals,Sheltered Total Homeless Parenting Youth (Under 25),Sheltered Total Homeless Parenting Youth Age 18-24,Sheltered Total Homeless Parenting Youth Under 18,Sheltered Total Homeless People in Families,Sheltered Total Homeless Unaccompanied Youth (Under 25),Sheltered Total Homeless Unaccompanied Youth Age 18-24,Sheltered Total Homeless Unaccompanied Youth Under 18,Sheltered Total Homeless Veterans,State,Unsheltered Chronically Homeless,Unsheltered Chronically Homeless Individuals,Unsheltered Chronically Homeless People in Families,Unsheltered Homeless,Unsheltered Homeless Children of Parenting Youth,Unsheltered Homeless Family Households,Unsheltered Homeless Individuals,Unsheltered Homeless Parenting Youth (Under 25),Unsheltered Homeless Parenting Youth Age 18-24,Unsheltered Homeless Parenting Youth Under 18,Unsheltered Homeless People in Families,Unsheltered Homeless Unaccompanied Youth (Under 25),Unsheltered Homeless Unaccompanied Youth Age 18-24,Unsheltered Homeless Unaccompanied Youth Under 18,Unsheltered Homeless Veterans,year
,1052,,,483,4086,,,,1301,,,,801,8,5387,,,,1534,,131,1159,,,,375,,,,,,,0,0,,,,,2309,,245,1644,,,,665,,,,,,579,,3843,,376,2803,,,,1040,,,,677,AL,,473,,1544,,107,1283,,,,261,,,,124,2008
,893,,,285,2625,,,,630,,,,235,6,3255,,,,1048,,76,860,,,,188,,,,,,,0,0,,,,,972,,81,757,,,,215,,,,,,492,,2020,,157,1617,,,,403,,,,219,AR,,401,,1235,,128,1008,,,,227,,,,16,2008
,3097,,,1277,8428,,,,4060,,,,736,3,12488,,,,3104,,404,1782,,,,1322,,,,,,,0,0,,,,,3866,,681,1594,,,,2272,,,,,,1223,,6970,,1085,3376,,,,3594,,,,736,AZ,,1874,,5518,,192,5052,,,,466,,,,0,2008
,40254,,,8924,109050,,,,27481,,,,17276,42,136531,,,,22917,,2175,16233,,,,6684,,,,,,,0,0,,,,,24048,,3682,12272,,,,11776,,,,,,6206,,46965,,5857,28505,,,,18460,,,,5735,CA,,34048,,89566,,3067,80545,,,,9021,,,,11541,2008
,1082,,,2457,6260,,,,8487,,,,1608,3,14747,,,,3492,,385,2104,,,,1388,,,,,,,0,0,,,,,3385,,830,880,,,,2505,,,,,,449,,6877,,1215,2984,,,,3893,,,,915,CO,,633,,7870,,1242,3276,,,,4594,,,,693,2008
,875,,,623,2773,,,,1854,,,,524,12,4627,,,,2409,,310,1503,,,,906,,,,,,,0,0,,,,,1611,,306,682,,,,929,,,,,,578,,4020,,616,2185,,,,1835,,,,401,CT,,297,,607,,7,588,,,,19,,,,123,2008
,2184,,,587,4208,,,,1836,,,,667,1,6044,,,,3463,,177,2908,,,,555,,,,,,,0,0,,,,,2203,,410,922,,,,1281,,,,,,1840,,5666,,587,3830,,,,1836,,,,641,DC,,344,,378,,0,378,,,,0,,,,26,2008
,248,,,85,652,,,,281,,,,127,1,933,,,,446,,37,333,,,,113,,,,,,,0,0,,,,,416,,48,248,,,,168,,,,,,221,,862,,85,581,,,,281,,,,108,DE,,27,,71,,0,71,,,,0,,,,19,2008
,8578,,,6296,32959,,,,17199,,,,5780,28,50158,,,,9769,,1369,5833,,,,3936,,,,,,,0,0,,,,,10955,,1422,6498,,,,4457,,,,,,2555,,20724,,2791,12331,,,,8393,,,,2691,FL,,6023,,29434,,3505,20628,,,,8806,,,,3089,2008
,2671,,,1722,13728,,,,5367,,,,3336,7,19095,,,,4420,,432,3127,,,,1293,,,,,,,0,0,,,,,4445,,616,2589,,,,1856,,,,,,1037,,8865,,1048,5716,,,,3149,,,,1921,GA,,1634,,10230,,674,8012,,,,2218,,,,1415,2008
,50,,,120,254,,,,471,,,,3,1,725,,,,33,,5,14,,,,19,,,,,,,0,0,,,,,70,,9,39,,,,31,,,,,,39,,103,,14,53,,,,50,,,,3,GU,,11,,622,,106,201,,,,421,,,,0,2008
,778,,,734,3326,,,,2735,,,,223,2,6061,,,,1114,,187,495,,,,619,,,,,,,0,0,,,,,1589,,257,596,,,,993,,,,,,132,,2703,,444,1091,,,,1612,,,,223,HI,,646,,3358,,290,2235,,,,1123,,,,0,2008
,277,,,558,1609,,,,1737,,,,284,3,3346,,,,1018,,109,671,,,,347,,,,,,,0,0,,,,,2069,,424,750,,,,1319,,,,,,225,,3087,,533,1421,,,,1666,,,,271,IA,,52,,259,,25,188,,,,71,,,,13,2008
,46,,,228,817,,,,647,,,,131,2,1464,,,,630,,55,477,,,,153,,,,,,,0,0,,,,,620,,151,180,,,,440,,,,,,11,,1250,,206,657,,,,593,,,,78,ID,,35,,214,,22,160,,,,54,,,,53,2008
,2557,,,2074,8356,,,,6368,,,,1286,21,14724,,,,5660,,552,3906,,,,1754,,,,,,,0,0,,,,,5820,,1357,1791,,,,4029,,,,,,1436,,11480,,1909,5697,,,,5783,,,,839,IL,,1121,,3244,,165,2659,,,,585,,,,447,2008
,696,,,815,4937,,,,2458,,,,535,3,7395,,,,3127,,304,2226,,,,901,,,,,,,0,0,,,,,2796,,470,1391,,,,1405,,,,,,249,,5923,,774,3617,,,,2306,,,,455,IN,,447,,1472,,41,1320,,,,152,,,,80,2008
,177,,,208,1080,,,,658,,,,313,5,1738,,,,922,,119,561,,,,361,,,,,,,0,0,,,,,578,,76,336,,,,242,,,,,,132,,1500,,195,897,,,,603,,,,295,KS,,45,,238,,13,183,,,,55,,,,18,2008
,642,,,1163,4344,,,,3793,,,,1046,3,8137,,,,2725,,205,2026,,,,699,,,,,,,0,0,,,,,3470,,770,1221,,,,2249,,,,,,380,,6195,,975,3247,,,,2948,,,,944,KY,,262,,1942,,188,1097,,,,845,,,,102,2008
,613,,,851,2894,,,,2587,,,,432,9,5481,,,,1408,,223,747,,,,661,,,,,,,0,0,,,,,2292,,380,1158,,,,1134,,,,,,177,,3700,,603,1905,,,,1795,,,,305,LA,,436,,1781,,248,989,,,,792,,,,127,2008
,2352,,,2644,7127,,,,7379,,,,1302,21,14506,,,,8471,,1798,3319,,,,5152,,,,,,,0,0,,,,,4966,,799,2904,,,,2062,,,,,,1830,,13437,,2597,6223,,,,7214,,,,1262,MA,,522,,1069,,47,904,,,,165,,,,40,2008
,1489,,,1417,4806,,,,4413,,,,541,16,9219,,,,3187,,406,1926,,,,1261,,,,,,,0,0,,,,,2867,,473,1409,,,,1458,,,,,,729,,6054,,879,3335,,,,2719,,,,499,MD,,760,,3165,,538,1471,,,,1694,,,,42,2008
,132,,,491,1241,,,,1391,,,,89,3,2632,,,,758,,73,539,,,,219,,,,,,,0,0,,,,,1830,,416,662,,,,1168,,,,,,123,,2588,,489,1201,,,,1387,,,,89,ME,,9,,44,,2,40,,,,4,,,,0,2008
,2771,,,3006,17364,,,,10884,,,,832,22,28248,,,,7463,,841,4859,,,,2604,,,,,,,0,0,,,,,4318,,677,2155,,,,2163,,,,,,1084,,11781,,1518,7014,,,,4767,,,,715,MI,,1687,,16467,,1488,10350,,,,6117,,,,117,2008
,1537,,,1353,3388,,,,4256,,,,595,11,7644,,,,3101,,473,1544,,,,1557,,,,,,,0,0,,,,,3169,,785,773,,,,2396,,,,,,1052,,6270,,1258,2317,,,,3953,,,,477,MN,,485,,1374,,95,1071,,,,303,,,,118,2008
,1226,,,1127,4195,,,,3492,,,,377,8,7687,,,,3157,,453,1763,,,,1394,,,,,,,0,0,,,,,2450,,442,1021,,,,1429,,,,,,903,,5607,,895,2784,,,,2823,,,,312,MO,,323,,2080,,232,1411,,,,669,,,,65,2008
,.,,,.,.,,,,.,,,,.,0,.,,,,.,,.,.,,,,.,,,,,,,.,.,,,,,.,,.,.,,,,.,,,,,,.,,.,,.,.,,,,.,,,,.,MP,,.,,.,,.,.,,,,.,,,,.,2008
,877,,,77,1697,,,,264,,,,197,3,1961,,,,416,,24,330,,,,86,,,,,,,0,0,,,,,790,,50,618,,,,172,,,,,,417,,1206,,74,948,,,,258,,,,194,MS,,460,,755,,3,749,,,,6,,,,3,2008
,138,,,154,968,,,,449,,,,247,1,1417,,,,578,,49,428,,,,150,,,,,,,0,0,,,,,429,,84,189,,,,240,,,,,,46,,1007,,133,617,,,,390,,,,138,MT,,92,,410,,21,351,,,,59,,,,109,2008
,1827,,,1231,8749,,,,3662,,,,1096,13,12411,,,,4863,,449,3505,,,,1358,,,,,,,0,0,,,,,3162,,438,1832,,,,1330,,,,,,964,,8025,,887,5337,,,,2688,,,,724,NC,,863,,4386,,344,3412,,,,974,,,,372,2008
,51,,,72,375,,,,240,,,,78,1,615,,,,394,,42,259,,,,135,,,,,,,0,0,,,,,202,,28,103,,,,99,,,,,,50,,596,,70,362,,,,234,,,,75,ND,,1,,19,,2,13,,,,6,,,,3,2008
,707,,,612,2244,,,,1741,,,,144,7,3985,,,,1444,,117,1052,,,,392,,,,,,,0,0,,,,,1783,,335,772,,,,1011,,,,,,627,,3227,,452,1824,,,,1403,,,,123,NE,,80,,758,,160,420,,,,338,,,,21,2008
,437,,,250,1172,,,,847,,,,208,3,2019,,,,896,,91,546,,,,350,,,,,,,0,0,,,,,639,,124,239,,,,400,,,,,,297,,1535,,215,785,,,,750,,,,115,NH,,140,,484,,35,387,,,,97,,,,93,2008
,1269,,,2359,6848,,,,6984,,,,847,20,13832,,,,7392,,1214,3856,,,,3536,,,,,,,0,0,,,,,4468,,1002,1565,,,,2903,,,,,,968,,11860,,2216,5421,,,,6439,,,,648,NJ,,301,,1972,,143,1427,,,,545,,,,199,2008
,711,,,367,1861,,,,1154,,,,163,2,3015,,,,958,,72,743,,,,215,,,,,,,0,0,,,,,790,,154,320,,,,470,,,,,,245,,1748,,226,1063,,,,685,,,,163,NM,,466,,1267,,141,798,,,,469,,,,0,2008
,954,,,709,6512,,,,2214,,,,1632,3,8726,,,,1525,,78,1340,,,,185,,,,,,,0,0,,,,,3338,,302,2318,,,,1020,,,,,,224,,4863,,380,3658,,,,1205,,,,912,NV,,730,,3863,,329,2854,,,,1009,,,,720,2008
,5089,,,11132,25771,,,,35354,,,,4234,29,61125,,,,44619,,9410,14702,,,,29917,,,,,,,0,0,,,,,11897,,1674,6602,,,,5295,,,,,,2071,,56516,,11084,21304,,,,35212,,,,4230,NY,,3018,,4609,,48,4467,,,,142,,,,4,2008
,2252,,,1649,7865,,,,5047,,,,1033,9,12912,,,,6113,,626,4100,,,,2013,,,,,,,0,0,,,,,4264,,756,2016,,,,2248,,,,,,1673,,10377,,1382,6116,,,,4261,,,,964,OH,,579,,2535,,267,1749,,,,786,,,,69,2008
,561,,,377,2674,,,,1172,,,,354,8,3846,,,,1933,,171,1379,,,,554,,,,,,,0,0,,,,,870,,125,526,,,,344,,,,,,331,,2803,,296,1905,,,,898,,,,299,OK,,230,,1043,,81,769,,,,274,,,,55,2008
,3346,,,2944,11548,,,,9105,,,,767,8,20653,,,,4667,,509,3160,,,,1507,,,,,,,0,0,,,,,5279,,1064,2100,,,,3179,,,,,,1502,,9946,,1573,5260,,,,4686,,,,523,OR,,1844,,10707,,1371,6288,,,,4419,,,,244,2008
,1622,,,2526,7734,,,,7644,,,,1101,17,15378,,,,6336,,839,3757,,,,2579,,,,,,,0,0,,,,,7743,,1644,2784,,,,4959,,,,,,859,,14079,,2483,6541,,,,7538,,,,971,PA,,763,,1299,,43,1193,,,,106,,,,130,2008
,2917,,,91,2668,,,,344,,,,157,2,3012,,,,298,,22,223,,,,75,,,,,,,0,0,,,,,512,,23,440,,,,72,,,,,,1026,,810,,45,663,,,,147,,,,65,PR,,1891,,2202,,46,2005,,,,197,,,,92,2008
,245,,,181,714,,,,482,,,,99,1,1196,,,,734,,84,437,,,,297,,,,,,,0,0,,,,,408,,97,223,,,,185,,,,,,208,,1142,,181,660,,,,482,,,,87,RI,,37,,54,,0,54,,,,0,,,,12,2008
,743,,,455,3809,,,,1851,,,,475,5,5660,,,,1680,,138,1262,,,,418,,,,,,,0,0,,,,,1406,,188,769,,,,637,,,,,,398,,3086,,326,2031,,,,1055,,,,350,SC,,345,,2574,,129,1778,,,,796,,,,125,2008
,104,,,108,268,,,,311,,,,108,1,579,,,,269,,46,138,,,,131,,,,,,,0,0,,,,,269,,58,97,,,,172,,,,,,79,,538,,104,235,,,,303,,,,106,SD,,25,,41,,4,33,,,,8,,,,2,2008
,3364,,,883,7242,,,,2463,,,,903,10,9705,,,,2975,,269,2194,,,,781,,,,,,,0,0,,,,,2685,,369,1635,,,,1050,,,,,,1438,,5660,,638,3829,,,,1831,,,,672,TN,,1926,,4045,,245,3413,,,,632,,,,231,2008
,8844,,,3558,27950,,,,12240,,,,5982,18,40190,,,,14876,,1237,10347,,,,4529,,,,,,,0,0,,,,,9204,,1673,3748,,,,5456,,,,,,3656,,24080,,2910,14095,,,,9985,,,,3428,TX,,5188,,16110,,648,13855,,,,2255,,,,2554,2008
,702,,,456,2018,,,,1416,,,,218,3,3434,,,,1730,,193,1139,,,,591,,,,,,,0,0,,,,,1448,,263,623,,,,825,,,,,,446,,3178,,456,1762,,,,1416,,,,199,UT,,256,,256,,0,256,,,,0,,,,19,2008
,1678,,,1166,4838,,,,3631,,,,898,22,8469,,,,3914,,449,2521,,,,1393,,,,,,,0,0,,,,,2981,,611,1020,,,,1961,,,,,,967,,6895,,1060,3541,,,,3354,,,,710,VA,,711,,1574,,106,1297,,,,277,,,,188,2008
,513,,,18,566,,,,36,,,,19,1,602,,,,60,,17,28,,,,32,,,,,,,0,0,,,,,55,,1,51,,,,4,,,,,,26,,115,,18,79,,,,36,,,,4,VI,,487,,487,,0,487,,,,0,,,,15,2008
,234,,,120,627,,,,327,,,,32,2,954,,,,311,,44,181,,,,130,,,,,,,0,0,,,,,385,,65,220,,,,165,,,,,,115,,696,,109,401,,,,295,,,,19,VT,,119,,258,,11,226,,,,32,,,,13,2008
,3073,,,3123,12156,,,,9798,,,,1330,7,21954,,,,6319,,681,4173,,,,2146,,,,,,,0,0,,,,,9137,,2089,2658,,,,6479,,,,,,1974,,15456,,2770,6831,,,,8625,,,,1185,WA,,1099,,6498,,353,5325,,,,1173,,,,145,2008
,687,,,1090,2285,,,,3164,,,,481,4,5449,,,,2406,,415,1194,,,,1212,,,,,,,0,0,,,,,2528,,604,781,,,,1747,,,,,,480,,4934,,1019,1975,,,,2959,,,,464,WI,,207,,515,,71,310,,,,205,,,,17,2008
,387,,,199,1435,,,,581,,,,104,4,2016,,,,952,,97,695,,,,257,,,,,,,0,0,,,,,470,,65,298,,,,172,,,,,,264,,1422,,162,993,,,,429,,,,98,WV,,123,,594,,37,442,,,,152,,,,6,2008
,67,,,143,357,,,,394,,,,19,1,751,,,,395,,62,235,,,,160,,,,,,,0,0,,,,,224,,54,85,,,,139,,,,,,30,,619,,116,320,,,,299,,,,19,WY,,37,,132,,27,37,,,,95,,,,0,2008
,120115,,,75750,404525,,,,235259,,,,62223,448,639784,,,,215276,,28827,125396,,,,89880,,,,,,,0,0,,,,,171085,,29822,79459,,,,91626,,,,,,45418,,386361,,58649,204855,,,,181506,,,,38485,Total,,74697,,253423,,17101,199670,,,,53753,,,,23738,2008
,323,,,237,1239,,,,753,,,,259,2,1992,,245,,1009,,118,626,,,,383,,,,,0,0,0,0,,,,,656,,92,363,,,,293,,,,,,245,,1665,,210,989,,,,676,,,,222,AK,,78,,327,,27,250,,,,77,,,,37,2009
,1189,,,509,4686,,,,1394,,,,1063,8,6080,,652,,1419,,112,1104,,,,315,,,,,0,0,0,0,,,,,2494,,201,1927,,,,567,,,,,,652,,3913,,313,3031,,,,882,,,,858,AL,,537,,2167,,196,1655,,,,512,,,,205,2009
,406,,,234,2181,,,,671,,,,249,6,2852,,146,,652,,58,499,,,,153,,,,,0,0,0,0,,,,,1078,,85,798,,,,280,,,,,,146,,1730,,143,1297,,,,433,,,,168,AR,,260,,1122,,91,884,,,,238,,,,82,2009
,2229,,,1406,9959,,,,4762,,,,2343,3,14721,,538,,4020,,478,2452,,,,1568,,,,,0,0,0,0,,,,,4346,,773,1839,,,,2507,,,,,,538,,8366,,1251,4291,,,,4075,,,,1216,AZ,,1691,,6355,,155,5668,,,,687,,,,1127,2009
,31412,,,8613,97534,,,,26144,,,,17973,43,123678,,7001,,23081,,2086,16849,,,,6232,,,,,0,0,0,0,,,,,27696,,4057,15568,,,,12128,,,,,,7001,,50777,,6143,32417,,,,18360,,,,6799,CA,,24411,,72901,,2470,65117,,,,7784,,,,11174,2009
,1286,,,2224,7401,,,,7867,,,,1471,3,15268,,510,,4895,,541,3083,,,,1812,,,,,0,0,0,0,,,,,4136,,812,1493,,,,2643,,,,,,510,,9031,,1353,4576,,,,4455,,,,964,CO,,776,,6237,,871,2825,,,,3412,,,,507,2009
,824,,,624,2773,,,,1832,,,,462,12,4605,,640,,2542,,317,1613,,,,929,,,,,0,0,0,0,,,,,1561,,300,675,,,,886,,,,,,640,,4103,,617,2288,,,,1815,,,,401,CT,,184,,502,,7,485,,,,17,,,,61,2009
,1923,,,703,3934,,,,2294,,,,642,1,6228,,1632,,3315,,203,2632,,,,683,,,,,0,0,0,0,,,,,2592,,500,981,,,,1611,,,,,,1632,,5907,,703,3613,,,,2294,,,,613,DC,,291,,321,,0,321,,,,0,,,,29,2009
,167,,,117,776,,,,354,,,,100,1,1130,,150,,583,,59,396,,,,187,,,,,0,0,0,0,,,,,500,,58,333,,,,167,,,,,,150,,1083,,117,729,,,,354,,,,91,DE,,17,,47,,0,47,,,,0,,,,9,2009
,9062,,,7751,34432,,,,21167,,,,7135,28,55599,,3493,,10491,,1320,6579,,,,3912,,,,,0,0,0,0,,,,,11376,,1293,7248,,,,4128,,,,,,3493,,21867,,2613,13827,,,,8040,,,,2907,FL,,5569,,33732,,5138,20605,,,,13127,,,,4228,2009
,3771,,,1895,14365,,,,5995,,,,2760,7,20360,,1620,,4819,,445,3291,,,,1528,,,,,0,0,0,0,,,,,4600,,724,2474,,,,2126,,,,,,1620,,9419,,1169,5765,,,,3654,,,,1373,GA,,2151,,10941,,726,8600,,,,2341,,,,1387,2009
,87,,,168,391,,,,697,,,,22,1,1088,,19,,67,,13,24,,,,43,,,,,0,0,0,0,,,,,115,,19,28,,,,87,,,,,,19,,182,,32,52,,,,130,,,,3,GU,,68,,906,,136,339,,,,567,,,,19,2009
,772,,,784,2941,,,,2841,,,,499,2,5782,,124,,1050,,176,479,,,,571,,,,,0,0,0,0,,,,,2218,,445,530,,,,1688,,,,,,124,,3268,,621,1009,,,,2259,,,,234,HI,,648,,2514,,163,1932,,,,582,,,,265,2009
,306,,,532,1655,,,,1725,,,,270,3,3380,,238,,1180,,128,771,,,,409,,,,,0,0,0,0,,,,,2041,,395,753,,,,1288,,,,,,238,,3221,,523,1524,,,,1697,,,,247,IA,,68,,159,,9,131,,,,28,,,,23,2009
,210,,,280,1117,,,,822,,,,270,2,1939,,157,,631,,66,432,,,,199,,,,,0,0,0,0,,,,,846,,154,389,,,,457,,,,,,157,,1477,,220,821,,,,656,,,,194,ID,,53,,462,,60,296,,,,166,,,,76,2009
,2212,,,2093,7475,,,,6580,,,,1028,21,14055,,1564,,5066,,503,3523,,,,1543,,,,,0,0,0,0,,,,,6785,,1478,2119,,,,4666,,,,,,1564,,11851,,1981,5642,,,,6209,,,,801,IL,,648,,2204,,112,1833,,,,371,,,,227,2009
,765,,,975,4151,,,,2833,,,,740,3,6984,,505,,3249,,518,1694,,,,1555,,,,,0,0,0,0,,,,,1957,,354,993,,,,964,,,,,,505,,5206,,872,2687,,,,2519,,,,586,IN,,260,,1778,,103,1464,,,,314,,,,154,2009
,238,,,205,1238,,,,654,,,,638,5,1892,,196,,1116,,116,741,,,,375,,,,,0,0,0,0,,,,,580,,75,345,,,,235,,,,,,196,,1696,,191,1086,,,,610,,,,578,KS,,42,,196,,14,152,,,,44,,,,60,2009
,671,,,858,3302,,,,2697,,,,675,3,5999,,491,,2645,,241,1816,,,,829,,,,,0,0,0,0,,,,,2654,,566,949,,,,1705,,,,,,491,,5299,,807,2765,,,,2534,,,,597,KY,,180,,700,,51,537,,,,163,,,,78,2009
,4815,,,764,10098,,,,2406,,,,1985,9,12504,,226,,1618,,190,1010,,,,608,,,,,0,0,0,0,,,,,2500,,365,1377,,,,1123,,,,,,226,,4118,,555,2387,,,,1731,,,,441,LA,,4589,,8386,,209,7711,,,,675,,,,1544,2009
,1937,,,3035,7057,,,,8425,,,,1890,20,15482,,1490,,9359,,2163,3060,,,,6299,,,,,0,0,0,0,,,,,5117,,821,3114,,,,2003,,,,,,1490,,14476,,2984,6174,,,,8302,,,,1709,MA,,447,,1006,,51,883,,,,123,,,,181,2009
,2062,,,1675,6641,,,,5057,,,,932,16,11698,,1243,,4205,,519,2686,,,,1519,,,,,0,0,0,0,,,,,3241,,410,1937,,,,1304,,,,,,1243,,7446,,929,4623,,,,2823,,,,698,MD,,819,,4252,,746,2018,,,,2234,,,,234,2009
,186,,,445,1124,,,,1320,,,,123,3,2444,,178,,843,,99,555,,,,288,,,,,0,0,0,0,,,,,1563,,344,537,,,,1026,,,,,,178,,2406,,443,1092,,,,1314,,,,119,ME,,8,,38,,2,32,,,,6,,,,4,2009
,1649,,,2012,7857,,,,6148,,,,1054,22,14005,,1171,,5725,,652,3783,,,,1942,,,,,0,0,0,0,,,,,5573,,1071,2236,,,,3337,,,,,,1171,,11298,,1723,6019,,,,5279,,,,877,MI,,478,,2707,,289,1838,,,,869,,,,177,2009
,1449,,,1362,3393,,,,4325,,,,525,11,7718,,1129,,3479,,530,1758,,,,1721,,,,,0,0,0,0,,,,,3293,,768,910,,,,2383,,,,,,1129,,6772,,1298,2668,,,,4104,,,,441,MN,,320,,946,,64,725,,,,221,,,,84,2009
,892,,,1031,3823,,,,3136,,,,699,8,6959,,691,,2894,,399,1708,,,,1186,,,,,0,0,0,0,,,,,2575,,453,1225,,,,1350,,,,,,691,,5469,,852,2933,,,,2536,,,,569,MO,,201,,1490,,179,890,,,,600,,,,130,2009
,.,,,.,.,,,,.,,,,.,0,.,,.,,.,,.,.,,,,.,,,,,.,.,.,.,,,,,.,,.,.,,,,.,,,,,,.,,.,,.,.,,,,.,,,,.,MP,,.,,.,,.,.,,,,.,,,,.,2009
,522,,,301,1843,,,,954,,,,358,3,2797,,152,,524,,78,261,,,,263,,,,,0,0,0,0,,,,,697,,95,394,,,,303,,,,,,152,,1221,,173,655,,,,566,,,,197,MS,,370,,1576,,128,1188,,,,388,,,,161,2009
,160,,,133,752,,,,444,,,,206,1,1196,,107,,404,,40,268,,,,136,,,,,0,0,0,0,,,,,429,,71,213,,,,216,,,,,,107,,833,,111,481,,,,352,,,,128,MT,,53,,363,,22,271,,,,92,,,,78,2009
,1490,,,1184,9159,,,,3759,,,,1118,12,12918,,1107,,4873,,461,3450,,,,1423,,,,,0,0,0,0,,,,,3600,,449,2126,,,,1474,,,,,,1107,,8473,,910,5576,,,,2897,,,,854,NC,,383,,4445,,274,3583,,,,862,,,,264,2009
,70,,,72,548,,,,225,,,,168,1,773,,66,,487,,49,329,,,,158,,,,,0,0,0,0,,,,,278,,23,211,,,,67,,,,,,66,,765,,72,540,,,,225,,,,166,ND,,4,,8,,0,8,,,,0,,,,2,2009
,495,,,530,2072,,,,1646,,,,298,7,3718,,413,,1593,,155,1056,,,,537,,,,,0,0,0,0,,,,,1486,,278,691,,,,795,,,,,,413,,3079,,433,1747,,,,1332,,,,263,NE,,82,,639,,97,325,,,,314,,,,35,2009
,330,,,259,891,,,,754,,,,167,3,1645,,285,,892,,131,479,,,,413,,,,,0,0,0,0,,,,,514,,122,191,,,,323,,,,,,285,,1406,,253,670,,,,736,,,,150,NH,,45,,239,,6,221,,,,18,,,,17,2009
,934,,,2498,5962,,,,7207,,,,618,20,13169,,704,,7602,,1376,3631,,,,3971,,,,,0,0,0,0,,,,,4269,,998,1374,,,,2895,,,,,,704,,11871,,2374,5005,,,,6866,,,,542,NJ,,230,,1298,,124,957,,,,341,,,,76,2009
,779,,,304,2343,,,,1132,,,,408,2,3475,,341,,985,,68,637,,,,348,,,,,0,0,0,0,,,,,1123,,184,465,,,,658,,,,,,341,,2108,,252,1102,,,,1006,,,,226,NM,,438,,1367,,52,1241,,,,126,,,,182,2009
,1297,,,438,9394,,,,1695,,,,1936,3,11089,,196,,1311,,78,1046,,,,265,,,,,0,0,0,0,,,,,6481,,346,5097,,,,1384,,,,,,196,,7792,,424,6143,,,,1649,,,,1329,NV,,1101,,3297,,14,3251,,,,46,,,,607,2009
,4280,,,11402,24557,,,,36510,,,,5879,32,61067,,2272,,46894,,10233,13654,,,,33240,,,,,0,0,0,0,,,,,10560,,1144,7351,,,,3209,,,,,,2272,,57454,,11377,21005,,,,36449,,,,5047,NY,,2008,,3613,,25,3552,,,,61,,,,832,2009
,2303,,,1648,7774,,,,4926,,,,1390,9,12700,,1838,,6222,,660,4235,,,,1987,,,,,0,0,0,0,,,,,4707,,860,2195,,,,2512,,,,,,1838,,10929,,1520,6430,,,,4499,,,,1185,OH,,465,,1771,,128,1344,,,,427,,,,205,2009
,654,,,545,3227,,,,1611,,,,475,8,4838,,538,,2316,,226,1644,,,,672,,,,,0,0,0,0,,,,,991,,166,541,,,,450,,,,,,538,,3307,,392,2185,,,,1122,,,,416,OK,,116,,1531,,153,1042,,,,489,,,,59,2009
,2842,,,2233,10443,,,,6866,,,,1277,8,17309,,919,,2715,,288,1838,,,,877,,,,,0,0,0,0,,,,,4727,,850,2154,,,,2573,,,,,,919,,7442,,1138,3992,,,,3450,,,,672,OR,,1923,,9867,,1095,6451,,,,3416,,,,605,2009
,1798,,,2497,7384,,,,7712,,,,1440,17,15096,,1027,,6954,,921,4067,,,,2887,,,,,0,0,0,0,,,,,6865,,1545,2124,,,,4741,,,,,,1027,,13819,,2466,6191,,,,7628,,,,1282,PA,,771,,1277,,31,1193,,,,84,,,,158,2009
